Date,Hour,DryBulb,DewPnt,SYSLoad,NumDate
2004-01-01 00:00:00.0,1,37,25,12230,7.32E+05
2004-01-01 00:00:00.0,2,37,25,11534,7.32E+05
2004-01-01 00:00:00.0,3,39,24,11038,7.32E+05
2004-01-01 00:00:00.0,4,38,22,10777,7.32E+05
2004-01-01 00:00:00.0,5,37,20,10764,7.32E+05
2004-01-01 00:00:00.0,6,36,19,11032,7.32E+05
2004-01-01 00:00:00.0,7,35,20,11508,7.32E+05
2004-01-01 00:00:00.0,8,35,20,11806,7.32E+05
2004-01-01 00:00:00.0,9,35,21,12457,7.32E+05
2004-01-01 00:00:00.0,10,37,21,13214,7.32E+05
2004-01-01 00:00:00.0,11,38,22,13783,7.32E+05
2004-01-01 00:00:00.0,12,39,22,14156,7.32E+05
2004-01-01 00:00:00.0,13,40,22,14182,7.32E+05
2004-01-01 00:00:00.0,14,40,22,13988,7.32E+05
2004-01-01 00:00:00.0,15,40,22,13727,7.32E+05
2004-01-01 00:00:00.0,16,40,22,13856,7.32E+05
2004-01-01 00:00:00.0,17,38,22,15215,7.32E+05
2004-01-01 00:00:00.0,18,36,22,16593,7.32E+05
2004-01-01 00:00:00.0,19,35,22,16483,7.32E+05
2004-01-01 00:00:00.0,20,35,22,16135,7.32E+05
2004-01-01 00:00:00.0,21,34,22,15681,7.32E+05
2004-01-01 00:00:00.0,22,33,22,14872,7.32E+05
2004-01-01 00:00:00.0,23,32,23,13769,7.32E+05
2004-01-01 00:00:00.0,24,31,23,12640,7.32E+05
2004-01-02 00:00:00.0,1,30,22,11728,7.32E+05
2004-01-02 00:00:00.0,2,29,22,11275,7.32E+05
2004-01-02 00:00:00.0,3,28,22,11083,7.32E+05
2004-01-02 00:00:00.0,4,28,22,11071,7.32E+05
2004-01-02 00:00:00.0,5,28,23,11304,7.32E+05
2004-01-02 00:00:00.0,6,29,24,12053,7.32E+05
2004-01-02 00:00:00.0,7,30,25,13372,7.32E+05
2004-01-02 00:00:00.0,8,30,25,14656,7.32E+05
2004-01-02 00:00:00.0,9,30,26,15658,7.32E+05
2004-01-02 00:00:00.0,10,30,27,16472,7.32E+05
2004-01-02 00:00:00.0,11,31,29,16889,7.32E+05
2004-01-02 00:00:00.0,12,31,30,17015,7.32E+05
2004-01-02 00:00:00.0,13,32,30,16869,7.32E+05
2004-01-02 00:00:00.0,14,33,31,16595,7.32E+05
2004-01-02 00:00:00.0,15,33,31,16387,7.32E+05
2004-01-02 00:00:00.0,16,33,31,16414,7.32E+05
2004-01-02 00:00:00.0,17,33,32,17327,7.32E+05
2004-01-02 00:00:00.0,18,33,32,18164,7.32E+05
2004-01-02 00:00:00.0,19,34,32,17766,7.32E+05
2004-01-02 00:00:00.0,20,33,32,17144,7.32E+05
2004-01-02 00:00:00.0,21,33,32,16461,7.32E+05
2004-01-02 00:00:00.0,22,32,31,15562,7.32E+05
2004-01-02 00:00:00.0,23,32,31,14357,7.32E+05
2004-01-02 00:00:00.0,24,32,31,13086,7.32E+05
2004-01-03 00:00:00.0,1,33,32,12017,7.32E+05
2004-01-03 00:00:00.0,2,33,32,11362,7.32E+05
2004-01-03 00:00:00.0,3,33,31,11030,7.32E+05
2004-01-03 00:00:00.0,4,33,32,10886,7.32E+05
2004-01-03 00:00:00.0,5,33,32,10929,7.32E+05
2004-01-03 00:00:00.0,6,33,32,11279,7.32E+05
2004-01-03 00:00:00.0,7,33,32,11965,7.32E+05
2004-01-03 00:00:00.0,8,33,33,12862,7.32E+05
2004-01-03 00:00:00.0,9,33,33,13957,7.32E+05
2004-01-03 00:00:00.0,10,34,33,14980,7.32E+05
2004-01-03 00:00:00.0,11,35,34,15575,7.32E+05
2004-01-03 00:00:00.0,12,35,34,15730,7.32E+05
2004-01-03 00:00:00.0,13,36,35,15580,7.32E+05
2004-01-03 00:00:00.0,14,38,37,15275,7.32E+05
2004-01-03 00:00:00.0,15,39,38,14963,7.32E+05
2004-01-03 00:00:00.0,16,40,39,14902,7.32E+05
2004-01-03 00:00:00.0,17,40,39,15892,7.32E+05
2004-01-03 00:00:00.0,18,40,40,16778,7.32E+05
2004-01-03 00:00:00.0,19,41,40,16532,7.32E+05
2004-01-03 00:00:00.0,20,41,40,15977,7.32E+05
2004-01-03 00:00:00.0,21,40,39,15454,7.32E+05
2004-01-03 00:00:00.0,22,40,40,14660,7.32E+05
2004-01-03 00:00:00.0,23,41,40,13588,7.32E+05
2004-01-03 00:00:00.0,24,41,40,12416,7.32E+05
2004-01-04 00:00:00.0,1,42,41,11354,7.32E+05
2004-01-04 00:00:00.0,2,42,41,10710,7.32E+05
2004-01-04 00:00:00.0,3,42,41,10350,7.32E+05
2004-01-04 00:00:00.0,4,43,41,10175,7.32E+05
2004-01-04 00:00:00.0,5,43,41,10148,7.32E+05
2004-01-04 00:00:00.0,6,43,40,10365,7.32E+05
2004-01-04 00:00:00.0,7,43,40,10885,7.32E+05
2004-01-04 00:00:00.0,8,43,39,11406,7.32E+05
2004-01-04 00:00:00.0,9,43,38,12297,7.32E+05
2004-01-04 00:00:00.0,10,44,40,13204,7.32E+05
2004-01-04 00:00:00.0,11,46,38,13910,7.32E+05
2004-01-04 00:00:00.0,12,46,37,14310,7.32E+05
2004-01-04 00:00:00.0,13,46,35,14559,7.32E+05
2004-01-04 00:00:00.0,14,45,34,14582,7.32E+05
2004-01-04 00:00:00.0,15,43,34,14629,7.32E+05
2004-01-04 00:00:00.0,16,41,35,14856,7.32E+05
2004-01-04 00:00:00.0,17,40,34,16003,7.32E+05
2004-01-04 00:00:00.0,18,39,33,17048,7.32E+05
2004-01-04 00:00:00.0,19,39,33,16896,7.32E+05
2004-01-04 00:00:00.0,20,38,32,16427,7.32E+05
2004-01-04 00:00:00.0,21,37,32,15797,7.32E+05
2004-01-04 00:00:00.0,22,37,32,14734,7.32E+05
2004-01-04 00:00:00.0,23,36,31,13403,7.32E+05
2004-01-04 00:00:00.0,24,35,31,12263,7.32E+05
2004-01-05 00:00:00.0,1,34,30,11444,7.32E+05
2004-01-05 00:00:00.0,2,33,29,11045,7.32E+05
2004-01-05 00:00:00.0,3,32,29,10895,7.32E+05
2004-01-05 00:00:00.0,4,32,29,10908,7.32E+05
2004-01-05 00:00:00.0,5,31,29,11310,7.32E+05
2004-01-05 00:00:00.0,6,31,29,12582,7.32E+05
2004-01-05 00:00:00.0,7,31,28,14895,7.32E+05
2004-01-05 00:00:00.0,8,31,29,16562,7.32E+05
2004-01-05 00:00:00.0,9,31,28,16988,7.32E+05
2004-01-05 00:00:00.0,10,31,28,17324,7.32E+05
2004-01-05 00:00:00.0,11,31,28,17618,7.32E+05
2004-01-05 00:00:00.0,12,32,28,17778,7.32E+05
2004-01-05 00:00:00.0,13,31,29,17734,7.32E+05
2004-01-05 00:00:00.0,14,31,29,17732,7.32E+05
2004-01-05 00:00:00.0,15,32,29,17607,7.32E+05
2004-01-05 00:00:00.0,16,32,30,17800,7.32E+05
2004-01-05 00:00:00.0,17,32,30,18840,7.32E+05
2004-01-05 00:00:00.0,18,32,30,19579,7.32E+05
2004-01-05 00:00:00.0,19,32,30,19319,7.32E+05
2004-01-05 00:00:00.0,20,31,30,18725,7.32E+05
2004-01-05 00:00:00.0,21,31,30,17865,7.32E+05
2004-01-05 00:00:00.0,22,31,30,16581,7.32E+05
2004-01-05 00:00:00.0,23,31,30,14903,7.32E+05
2004-01-05 00:00:00.0,24,31,29,13429,7.32E+05
2004-01-06 00:00:00.0,1,31,29,12496,7.32E+05
2004-01-06 00:00:00.0,2,30,28,12000,7.32E+05
2004-01-06 00:00:00.0,3,30,26,11781,7.32E+05
2004-01-06 00:00:00.0,4,29,24,11788,7.32E+05
2004-01-06 00:00:00.0,5,29,23,12145,7.32E+05
2004-01-06 00:00:00.0,6,28,22,13354,7.32E+05
2004-01-06 00:00:00.0,7,28,21,15630,7.32E+05
2004-01-06 00:00:00.0,8,27,20,16950,7.32E+05
2004-01-06 00:00:00.0,9,27,21,17031,7.32E+05
2004-01-06 00:00:00.0,10,28,21,17043,7.32E+05
2004-01-06 00:00:00.0,11,29,20,17261,7.32E+05
2004-01-06 00:00:00.0,12,30,21,17223,7.32E+05
2004-01-06 00:00:00.0,13,31,21,16957,7.32E+05
2004-01-06 00:00:00.0,14,32,20,16846,7.32E+05
2004-01-06 00:00:00.0,15,33,19,16675,7.32E+05
2004-01-06 00:00:00.0,16,32,19,16888,7.32E+05
2004-01-06 00:00:00.0,17,31,19,18068,7.32E+05
2004-01-06 00:00:00.0,18,30,18,19548,7.32E+05
2004-01-06 00:00:00.0,19,28,20,19527,7.32E+05
2004-01-06 00:00:00.0,20,26,17,19180,7.32E+05
2004-01-06 00:00:00.0,21,24,10,18572,7.32E+05
2004-01-06 00:00:00.0,22,22,9,17371,7.32E+05
2004-01-06 00:00:00.0,23,21,8,15754,7.32E+05
2004-01-06 00:00:00.0,24,19,6,14315,7.32E+05
2004-01-07 00:00:00.0,1,18,5,13415,7.32E+05
2004-01-07 00:00:00.0,2,17,5,12990,7.32E+05
2004-01-07 00:00:00.0,3,16,4,12832,7.32E+05
2004-01-07 00:00:00.0,4,16,4,12866,7.32E+05
2004-01-07 00:00:00.0,5,15,4,13233,7.32E+05
2004-01-07 00:00:00.0,6,15,4,14495,7.32E+05
2004-01-07 00:00:00.0,7,14,4,16855,7.32E+05
2004-01-07 00:00:00.0,8,14,4,18233,7.32E+05
2004-01-07 00:00:00.0,9,14,3,18421,7.32E+05
2004-01-07 00:00:00.0,10,16,2,18417,7.32E+05
2004-01-07 00:00:00.0,11,17,2,18532,7.32E+05
2004-01-07 00:00:00.0,12,19,2,18503,7.32E+05
2004-01-07 00:00:00.0,13,20,2,18356,7.32E+05
2004-01-07 00:00:00.0,14,19,2,18302,7.32E+05
2004-01-07 00:00:00.0,15,19,5,18205,7.32E+05
2004-01-07 00:00:00.0,16,20,4,18326,7.32E+05
2004-01-07 00:00:00.0,17,19,5,19397,7.32E+05
2004-01-07 00:00:00.0,18,18,5,20786,7.32E+05
2004-01-07 00:00:00.0,19,18,5,20668,7.32E+05
2004-01-07 00:00:00.0,20,18,5,20206,7.32E+05
2004-01-07 00:00:00.0,21,18,5,19522,7.32E+05
2004-01-07 00:00:00.0,22,17,4,18295,7.32E+05
2004-01-07 00:00:00.0,23,17,4,16598,7.32E+05
2004-01-07 00:00:00.0,24,16,3,15138,7.32E+05
2004-01-08 00:00:00.0,1,15,0,14186,7.32E+05
2004-01-08 00:00:00.0,2,14,1,13757,7.32E+05
2004-01-08 00:00:00.0,3,13,0,13593,7.32E+05
2004-01-08 00:00:00.0,4,12,-1,13612,7.32E+05
2004-01-08 00:00:00.0,5,11,-2,13963,7.32E+05
2004-01-08 00:00:00.0,6,11,-4,15158,7.32E+05
2004-01-08 00:00:00.0,7,10,-5,17498,7.32E+05
2004-01-08 00:00:00.0,8,9,-4,18924,7.32E+05
2004-01-08 00:00:00.0,9,9,-5,19042,7.32E+05
2004-01-08 00:00:00.0,10,10,-6,19072,7.32E+05
2004-01-08 00:00:00.0,11,12,-6,19063,7.32E+05
2004-01-08 00:00:00.0,12,14,-5,18934,7.32E+05
2004-01-08 00:00:00.0,13,16,-4,18694,7.32E+05
2004-01-08 00:00:00.0,14,17,-4,18543,7.32E+05
2004-01-08 00:00:00.0,15,18,-3,18381,7.32E+05
2004-01-08 00:00:00.0,16,17,-3,18447,7.32E+05
2004-01-08 00:00:00.0,17,17,-2,19587,7.32E+05
2004-01-08 00:00:00.0,18,14,-2,20991,7.32E+05
2004-01-08 00:00:00.0,19,13,-2,20978,7.32E+05
2004-01-08 00:00:00.0,20,12,-2,20458,7.32E+05
2004-01-08 00:00:00.0,21,11,-2,19800,7.32E+05
2004-01-08 00:00:00.0,22,10,-2,18602,7.32E+05
2004-01-08 00:00:00.0,23,9,-1,17094,7.32E+05
2004-01-08 00:00:00.0,24,9,-1,15565,7.32E+05
2004-01-09 00:00:00.0,1,8,-3,14592,7.32E+05
2004-01-09 00:00:00.0,2,6,-5,14199,7.32E+05
2004-01-09 00:00:00.0,3,6,-6,14064,7.32E+05
2004-01-09 00:00:00.0,4,5,-8,14088,7.32E+05
2004-01-09 00:00:00.0,5,3,-8,14488,7.32E+05
2004-01-09 00:00:00.0,6,2,-9,15661,7.32E+05
2004-01-09 00:00:00.0,7,1,-10,18103,7.32E+05
2004-01-09 00:00:00.0,8,0,-11,19616,7.32E+05
2004-01-09 00:00:00.0,9,0,-13,19871,7.32E+05
2004-01-09 00:00:00.0,10,0,-15,19953,7.32E+05
2004-01-09 00:00:00.0,11,1,-16,20015,7.32E+05
2004-01-09 00:00:00.0,12,2,-17,19922,7.32E+05
2004-01-09 00:00:00.0,13,4,-16,19678,7.32E+05
2004-01-09 00:00:00.0,14,5,-15,19467,7.32E+05
2004-01-09 00:00:00.0,15,6,-15,19239,7.32E+05
2004-01-09 00:00:00.0,16,7,-14,19297,7.32E+05
2004-01-09 00:00:00.0,17,6,-14,20238,7.32E+05
2004-01-09 00:00:00.0,18,4,-14,21471,7.32E+05
2004-01-09 00:00:00.0,19,3,-14,21334,7.32E+05
2004-01-09 00:00:00.0,20,2,-14,20846,7.32E+05
2004-01-09 00:00:00.0,21,1,-14,20232,7.32E+05
2004-01-09 00:00:00.0,22,1,-15,19316,7.32E+05
2004-01-09 00:00:00.0,23,0,-15,18006,7.32E+05
2004-01-09 00:00:00.0,24,-1,-15,16735,7.32E+05
2004-01-10 00:00:00.0,1,-2,-16,15746,7.32E+05
2004-01-10 00:00:00.0,2,-2,-16,15199,7.32E+05
2004-01-10 00:00:00.0,3,-3,-15,14965,7.32E+05
2004-01-10 00:00:00.0,4,-3,-15,14898,7.32E+05
2004-01-10 00:00:00.0,5,-4,-15,14975,7.32E+05
2004-01-10 00:00:00.0,6,-4,-15,15399,7.32E+05
2004-01-10 00:00:00.0,7,-4,-15,16278,7.32E+05
2004-01-10 00:00:00.0,8,-5,-15,17153,7.32E+05
2004-01-10 00:00:00.0,9,-4,-15,18304,7.32E+05
2004-01-10 00:00:00.0,10,-2,-15,19070,7.32E+05
2004-01-10 00:00:00.0,11,1,-14,19340,7.32E+05
2004-01-10 00:00:00.0,12,4,-14,19218,7.32E+05
2004-01-10 00:00:00.0,13,6,-13,18843,7.32E+05
2004-01-10 00:00:00.0,14,8,-13,18373,7.32E+05
2004-01-10 00:00:00.0,15,10,-12,18057,7.32E+05
2004-01-10 00:00:00.0,16,10,-13,18074,7.32E+05
2004-01-10 00:00:00.0,17,9,-14,19129,7.32E+05
2004-01-10 00:00:00.0,18,7,-13,20588,7.32E+05
2004-01-10 00:00:00.0,19,6,-13,20555,7.32E+05
2004-01-10 00:00:00.0,20,4,-14,20068,7.32E+05
2004-01-10 00:00:00.0,21,3,-14,19458,7.32E+05
2004-01-10 00:00:00.0,22,3,-14,18692,7.32E+05
2004-01-10 00:00:00.0,23,2,-13,17688,7.32E+05
2004-01-10 00:00:00.0,24,2,-13,16623,7.32E+05
2004-01-11 00:00:00.0,1,1,-14,15587,7.32E+05
2004-01-11 00:00:00.0,2,1,-13,14965,7.32E+05
2004-01-11 00:00:00.0,3,0,-13,14680,7.32E+05
2004-01-11 00:00:00.0,4,0,-13,14571,7.32E+05
2004-01-11 00:00:00.0,5,0,-13,14601,7.32E+05
2004-01-11 00:00:00.0,6,0,-13,14880,7.32E+05
2004-01-11 00:00:00.0,7,-1,-13,15375,7.32E+05
2004-01-11 00:00:00.0,8,-1,-12,15948,7.32E+05
2004-01-11 00:00:00.0,9,0,-11,16925,7.32E+05
2004-01-11 00:00:00.0,10,4,-10,17669,7.32E+05
2004-01-11 00:00:00.0,11,6,-8,18057,7.32E+05
2004-01-11 00:00:00.0,12,10,-6,18059,7.32E+05
2004-01-11 00:00:00.0,13,14,-5,17898,7.32E+05
2004-01-11 00:00:00.0,14,16,-4,17627,7.32E+05
2004-01-11 00:00:00.0,15,19,-2,17446,7.32E+05
2004-01-11 00:00:00.0,16,20,-2,17632,7.32E+05
2004-01-11 00:00:00.0,17,20,-1,18774,7.32E+05
2004-01-11 00:00:00.0,18,20,0,19961,7.32E+05
2004-01-11 00:00:00.0,19,20,2,19859,7.32E+05
2004-01-11 00:00:00.0,20,21,2,19313,7.32E+05
2004-01-11 00:00:00.0,21,21,4,18592,7.32E+05
2004-01-11 00:00:00.0,22,21,5,17354,7.32E+05
2004-01-11 00:00:00.0,23,22,6,15931,7.32E+05
2004-01-11 00:00:00.0,24,23,7,14526,7.32E+05
2004-01-12 00:00:00.0,1,22,10,13678,7.32E+05
2004-01-12 00:00:00.0,2,22,15,13325,7.32E+05
2004-01-12 00:00:00.0,3,22,18,13178,7.32E+05
2004-01-12 00:00:00.0,4,22,19,13141,7.32E+05
2004-01-12 00:00:00.0,5,22,20,13471,7.32E+05
2004-01-12 00:00:00.0,6,22,20,14560,7.32E+05
2004-01-12 00:00:00.0,7,23,20,16594,7.32E+05
2004-01-12 00:00:00.0,8,23,19,17988,7.32E+05
2004-01-12 00:00:00.0,9,23,19,18476,7.32E+05
2004-01-12 00:00:00.0,10,24,20,18610,7.32E+05
2004-01-12 00:00:00.0,11,25,20,18685,7.32E+05
2004-01-12 00:00:00.0,12,26,20,18518,7.32E+05
2004-01-12 00:00:00.0,13,27,21,18317,7.32E+05
2004-01-12 00:00:00.0,14,28,22,18185,7.32E+05
2004-01-12 00:00:00.0,15,29,22,18046,7.32E+05
2004-01-12 00:00:00.0,16,29,23,18095,7.32E+05
2004-01-12 00:00:00.0,17,30,23,19057,7.32E+05
2004-01-12 00:00:00.0,18,29,24,20171,7.32E+05
2004-01-12 00:00:00.0,19,29,24,20071,7.32E+05
2004-01-12 00:00:00.0,20,28,25,19585,7.32E+05
2004-01-12 00:00:00.0,21,28,25,18829,7.32E+05
2004-01-12 00:00:00.0,22,28,25,17592,7.32E+05
2004-01-12 00:00:00.0,23,28,24,15866,7.32E+05
2004-01-12 00:00:00.0,24,28,24,14347,7.32E+05
2004-01-13 00:00:00.0,1,27,22,13373,7.32E+05
2004-01-13 00:00:00.0,2,26,22,12939,7.32E+05
2004-01-13 00:00:00.0,3,27,21,12711,7.32E+05
2004-01-13 00:00:00.0,4,26,21,12737,7.32E+05
2004-01-13 00:00:00.0,5,25,20,13043,7.32E+05
2004-01-13 00:00:00.0,6,25,19,14240,7.32E+05
2004-01-13 00:00:00.0,7,25,20,16573,7.32E+05
2004-01-13 00:00:00.0,8,26,21,17995,7.32E+05
2004-01-13 00:00:00.0,9,27,22,18234,7.32E+05
2004-01-13 00:00:00.0,10,29,24,18241,7.32E+05
2004-01-13 00:00:00.0,11,31,26,18258,7.32E+05
2004-01-13 00:00:00.0,12,33,27,17997,7.32E+05
2004-01-13 00:00:00.0,13,35,28,17729,7.32E+05
2004-01-13 00:00:00.0,14,36,28,17606,7.32E+05
2004-01-13 00:00:00.0,15,36,29,17546,7.32E+05
2004-01-13 00:00:00.0,16,33,25,17772,7.32E+05
2004-01-13 00:00:00.0,17,30,18,18814,7.32E+05
2004-01-13 00:00:00.0,18,27,10,20339,7.32E+05
2004-01-13 00:00:00.0,19,22,3,20609,7.32E+05
2004-01-13 00:00:00.0,20,19,-1,20347,7.32E+05
2004-01-13 00:00:00.0,21,16,-3,19799,7.32E+05
2004-01-13 00:00:00.0,22,13,-3,18702,7.32E+05
2004-01-13 00:00:00.0,23,10,-9,17179,7.32E+05
2004-01-13 00:00:00.0,24,8,-11,15859,7.32E+05
2004-01-14 00:00:00.0,1,6,-14,15021,7.32E+05
2004-01-14 00:00:00.0,2,3,-16,14717,7.32E+05
2004-01-14 00:00:00.0,3,2,-18,14730,7.32E+05
2004-01-14 00:00:00.0,4,0,-19,14811,7.32E+05
2004-01-14 00:00:00.0,5,-2,-20,15222,7.32E+05
2004-01-14 00:00:00.0,6,-3,-21,16455,7.32E+05
2004-01-14 00:00:00.0,7,-4,-22,18828,7.32E+05
2004-01-14 00:00:00.0,8,-5,-22,20231,7.32E+05
2004-01-14 00:00:00.0,9,-5,-23,20367,7.32E+05
2004-01-14 00:00:00.0,10,-4,-23,20480,7.32E+05
2004-01-14 00:00:00.0,11,-2,-21,20493,7.32E+05
2004-01-14 00:00:00.0,12,0,-20,20407,7.32E+05
2004-01-14 00:00:00.0,13,2,-20,20206,7.32E+05
2004-01-14 00:00:00.0,14,3,-19,20063,7.32E+05
2004-01-14 00:00:00.0,15,4,-18,19857,7.32E+05
2004-01-14 00:00:00.0,16,4,-18,20011,7.32E+05
2004-01-14 00:00:00.0,17,4,-19,21101,7.32E+05
2004-01-14 00:00:00.0,18,4,-18,22477,7.32E+05
2004-01-14 00:00:00.0,19,3,-18,22419,7.32E+05
2004-01-14 00:00:00.0,20,3,-18,21837,7.32E+05
2004-01-14 00:00:00.0,21,2,-17,21103,7.32E+05
2004-01-14 00:00:00.0,22,2,-15,19820,7.32E+05
2004-01-14 00:00:00.0,23,2,-11,18158,7.32E+05
2004-01-14 00:00:00.0,24,1,-8,16721,7.32E+05
2004-01-15 00:00:00.0,1,1,-7,15787,7.32E+05
2004-01-15 00:00:00.0,2,1,-7,15358,7.32E+05
2004-01-15 00:00:00.0,3,1,-6,15191,7.32E+05
2004-01-15 00:00:00.0,4,0,-7,15201,7.32E+05
2004-01-15 00:00:00.0,5,0,-8,15525,7.32E+05
2004-01-15 00:00:00.0,6,-1,-8,16639,7.32E+05
2004-01-15 00:00:00.0,7,-2,-9,18777,7.32E+05
2004-01-15 00:00:00.0,8,-1,-10,20176,7.32E+05
2004-01-15 00:00:00.0,9,-2,-11,20549,7.32E+05
2004-01-15 00:00:00.0,10,-1,-12,20616,7.32E+05
2004-01-15 00:00:00.0,11,0,-12,20651,7.32E+05
2004-01-15 00:00:00.0,12,2,-13,20466,7.32E+05
2004-01-15 00:00:00.0,13,4,-12,20180,7.32E+05
2004-01-15 00:00:00.0,14,5,-13,20014,7.32E+05
2004-01-15 00:00:00.0,15,5,-14,19854,7.32E+05
2004-01-15 00:00:00.0,16,5,-15,20004,7.32E+05
2004-01-15 00:00:00.0,17,4,-17,21152,7.32E+05
2004-01-15 00:00:00.0,18,1,-19,22682,7.32E+05
2004-01-15 00:00:00.0,19,-1,-20,22818,7.32E+05
2004-01-15 00:00:00.0,20,-2,-19,22440,7.32E+05
2004-01-15 00:00:00.0,21,-3,-20,21786,7.32E+05
2004-01-15 00:00:00.0,22,-4,-21,20686,7.32E+05
2004-01-15 00:00:00.0,23,-6,-23,19159,7.32E+05
2004-01-15 00:00:00.0,24,-7,-23,17822,7.32E+05
2004-01-16 00:00:00.0,1,-7,-24,16926,7.32E+05
2004-01-16 00:00:00.0,2,-7,-22,16516,7.32E+05
2004-01-16 00:00:00.0,3,-6,-21,16275,7.32E+05
2004-01-16 00:00:00.0,4,-7,-21,16304,7.32E+05
2004-01-16 00:00:00.0,5,-7,-21,16550,7.32E+05
2004-01-16 00:00:00.0,6,-6,-21,17510,7.32E+05
2004-01-16 00:00:00.0,7,-7,-21,19243,7.32E+05
2004-01-16 00:00:00.0,8,-7,-20,20577,7.32E+05
2004-01-16 00:00:00.0,9,-6,-20,21239,7.32E+05
2004-01-16 00:00:00.0,10,-3,-18,21534,7.32E+05
2004-01-16 00:00:00.0,11,0,-15,21665,7.32E+05
2004-01-16 00:00:00.0,12,3,-13,21475,7.32E+05
2004-01-16 00:00:00.0,13,6,-11,21082,7.32E+05
2004-01-16 00:00:00.0,14,9,-8,20716,7.32E+05
2004-01-16 00:00:00.0,15,11,-7,20333,7.32E+05
2004-01-16 00:00:00.0,16,12,-6,20188,7.32E+05
2004-01-16 00:00:00.0,17,11,-5,20746,7.32E+05
2004-01-16 00:00:00.0,18,10,-5,21931,7.32E+05
2004-01-16 00:00:00.0,19,10,-4,21806,7.32E+05
2004-01-16 00:00:00.0,20,10,-4,21136,7.32E+05
2004-01-16 00:00:00.0,21,10,-3,20432,7.32E+05
2004-01-16 00:00:00.0,22,10,-2,19408,7.32E+05
2004-01-16 00:00:00.0,23,10,-2,18071,7.32E+05
2004-01-16 00:00:00.0,24,10,-2,16778,7.32E+05
2004-01-17 00:00:00.0,1,11,-1,15819,7.32E+05
2004-01-17 00:00:00.0,2,11,-1,15254,7.32E+05
2004-01-17 00:00:00.0,3,12,0,14884,7.32E+05
2004-01-17 00:00:00.0,4,12,1,14733,7.32E+05
2004-01-17 00:00:00.0,5,12,1,14787,7.32E+05
2004-01-17 00:00:00.0,6,12,2,15161,7.32E+05
2004-01-17 00:00:00.0,7,12,2,15916,7.32E+05
2004-01-17 00:00:00.0,8,14,3,16730,7.32E+05
2004-01-17 00:00:00.0,9,15,3,17552,7.32E+05
2004-01-17 00:00:00.0,10,18,4,18140,7.32E+05
2004-01-17 00:00:00.0,11,21,5,18212,7.32E+05
2004-01-17 00:00:00.0,12,25,6,17933,7.32E+05
2004-01-17 00:00:00.0,13,27,6,17336,7.32E+05
2004-01-17 00:00:00.0,14,30,6,16824,7.32E+05
2004-01-17 00:00:00.0,15,31,7,16474,7.32E+05
2004-01-17 00:00:00.0,16,32,7,16478,7.32E+05
2004-01-17 00:00:00.0,17,31,7,17421,7.32E+05
2004-01-17 00:00:00.0,18,29,7,18769,7.32E+05
2004-01-17 00:00:00.0,19,27,8,18662,7.32E+05
2004-01-17 00:00:00.0,20,27,8,18091,7.32E+05
2004-01-17 00:00:00.0,21,25,8,17499,7.32E+05
2004-01-17 00:00:00.0,22,25,9,16762,7.32E+05
2004-01-17 00:00:00.0,23,25,10,15680,7.32E+05
2004-01-17 00:00:00.0,24,26,11,14636,7.32E+05
2004-01-18 00:00:00.0,1,25,11,13592,7.32E+05
2004-01-18 00:00:00.0,2,26,12,13062,7.32E+05
2004-01-18 00:00:00.0,3,25,13,12734,7.32E+05
2004-01-18 00:00:00.0,4,26,15,12586,7.32E+05
2004-01-18 00:00:00.0,5,26,17,12578,7.32E+05
2004-01-18 00:00:00.0,6,26,18,12789,7.32E+05
2004-01-18 00:00:00.0,7,26,20,13316,7.32E+05
2004-01-18 00:00:00.0,8,27,22,14053,7.32E+05
2004-01-18 00:00:00.0,9,28,25,15150,7.32E+05
2004-01-18 00:00:00.0,10,29,27,16027,7.32E+05
2004-01-18 00:00:00.0,11,30,28,16620,7.32E+05
2004-01-18 00:00:00.0,12,30,29,16900,7.32E+05
2004-01-18 00:00:00.0,13,31,29,16974,7.32E+05
2004-01-18 00:00:00.0,14,31,29,16803,7.32E+05
2004-01-18 00:00:00.0,15,31,29,16583,7.32E+05
2004-01-18 00:00:00.0,16,31,29,16493,7.32E+05
2004-01-18 00:00:00.0,17,31,29,17145,7.32E+05
2004-01-18 00:00:00.0,18,30,29,17969,7.32E+05
2004-01-18 00:00:00.0,19,30,27,17956,7.32E+05
2004-01-18 00:00:00.0,20,30,26,17673,7.32E+05
2004-01-18 00:00:00.0,21,28,23,17069,7.32E+05
2004-01-18 00:00:00.0,22,27,21,16172,7.32E+05
2004-01-18 00:00:00.0,23,26,19,15064,7.32E+05
2004-01-18 00:00:00.0,24,25,17,14013,7.32E+05
2004-01-19 00:00:00.0,1,24,16,13281,7.32E+05
2004-01-19 00:00:00.0,2,24,15,12926,7.32E+05
2004-01-19 00:00:00.0,3,22,14,12772,7.32E+05
2004-01-19 00:00:00.0,4,21,12,12818,7.32E+05
2004-01-19 00:00:00.0,5,20,11,13158,7.32E+05
2004-01-19 00:00:00.0,6,20,10,14123,7.32E+05
2004-01-19 00:00:00.0,7,20,9,15610,7.32E+05
2004-01-19 00:00:00.0,8,19,7,16776,7.32E+05
2004-01-19 00:00:00.0,9,19,7,17504,7.32E+05
2004-01-19 00:00:00.0,10,19,6,18045,7.32E+05
2004-01-19 00:00:00.0,11,21,6,18445,7.32E+05
